sku,customer_uuid,sale_ts,quantity,unit_price,pc_points
P1018,fc3622a2-20d2-4ab5-a6ba-2c090e4a4a4a,2025-09-24T03:56:16.518757,1,18.64,14
P1022,10b488b7-f047-458a-b9db-ab7616a29355,2025-09-24T07:33:13.518757,1,21.07,0
P1013,0891de48-954a-463a-a8d3-47c9e056c4c8,2025-09-24T05:08:35.518757,3,10.03,0
P1015,c79986a3-8c43-4ad4-a86e-35a1ca9ebcc8,2025-09-24T05:26:15.518757,1,11.08,6
P1008,e33da099-cfbd-44ca-9a26-212e9008f19d,2025-09-24T01:25:23.518757,2,11.18,11
P1006,d163fa6a-200e-498d-b923-4fe11d885289,2025-09-24T01:50:07.518757,3,24.55,66
P1014,64164ae8-b200-43cd-a6ed-1078cc033dfe,2025-09-23T12:22:01.518757,2,18.86,30
P1012,5278b34f-be40-48ca-96b7-6db9bd8ddaba,2025-09-24T01:39:23.518757,3,13.99,0
P1024,0e3c5c8f-d9d6-4d66-b9bb-a7a0ed12fdd7,2025-09-23T10:55:19.518757,2,24.87,49
P1020,fe22e212-6a81-46d4-9ecf-4a0f5e9e9721,2025-09-23T10:45:42.518757,2,9.64,0
P1016,f3db4f1f-b526-4b54-b379-04c077d9a369,2025-09-24T10:24:54.518757,2,7.1,2
P1001,a5caf41b-0ffa-410b-bb53-fde72b88e5ef,2025-09-24T09:38:39.518757,2,18.67,33
P1023,fc3622a2-20d2-4ab5-a6ba-2c090e4a4a4a,2025-09-24T01:02:55.518757,3,9.62,17
P1016,8c2a359a-d9a0-4ff0-84a0-ca002c1783bc,2025-09-23T12:50:37.518757,2,7.53,3
P1008,0891de48-954a-463a-a8d3-47c9e056c4c8,2025-09-24T04:25:17.518757,1,9.9,0
P1010,c79986a3-8c43-4ad4-a86e-35a1ca9ebcc8,2025-09-24T06:43:50.518757,1,5.43,0
P1011,5cc63c7a-de1a-4515-b5ec-d34dfadb2fb2,2025-09-24T05:57:48.518757,1,21.24,0
P1008,a3d77441-3817-4f4b-837c-9a9a28b49e67,2025-09-23T20:09:05.518757,3,9.9,14
P1009,1ec07e69-4807-4469-8b56-134b57f78fe1,2025-09-24T04:54:38.518757,2,12.35,0
P1014,16f7d21b-8983-4673-b554-a70af805206e,2025-09-23T11:14:31.518757,1,19.08,0
P1006,42f4a921-bcb3-48ad-842a-da3ec537ddaf,2025-09-24T08:44:46.518757,1,27.91,0
P1011,c56e0715-4596-4669-a9fa-3f55c2b884be,2025-09-24T00:40:38.518757,3,20.39,42
P1018,703f4970-38ab-418b-bd5c-9757fbfe6154,2025-09-24T08:59:43.518757,3,18.74,0
P1011,0e3c5c8f-d9d6-4d66-b9bb-a7a0ed12fdd7,2025-09-23T21:46:38.518757,3,23.52,49
P1021,0c1d9bac-79c2-4546-8ad6-056fb77c34ab,2025-09-25T10:35:18.518757,1,8.7,1
P1020,d3a6aaf3-d739-44af-ac7d-fc2febaec88b,2025-09-24T21:53:35.518757,1,9.39,0
P1006,fc3622a2-20d2-4ab5-a6ba-2c090e4a4a4a,2025-09-24T19:09:09.518757,3,24.98,67
P1022,8c2a359a-d9a0-4ff0-84a0-ca002c1783bc,2025-09-25T03:08:17.518757,2,21.34,29
P1017,b295d193-7e00-4ec5-8802-575023e70be1,2025-09-25T06:03:00.518757,3,15.32,0
P1005,8c875527-b297-4cac-8a4a-33ffcf48a33f,2025-09-25T02:36:50.518757,2,25.85,0
P1010,163c14bb-d280-4c2f-b981-861a3555171a,2025-09-25T06:24:46.518757,2,6.01,1
P1013,9a22b0d7-6a60-401d-93fc-7f243827dee0,2025-09-25T07:01:00.518757,1,10.13,6
P1017,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-24T18:21:58.518757,3,14.67,0
P1009,df94e6b7-c730-4d4b-a93f-b0b31396b55a,2025-09-24T15:15:56.518757,2,13.39,0
P1013,21b2a9bd-901b-45a7-9608-fcfd74e0d7c1,2025-09-25T05:44:19.518757,3,10.78,0
P1016,62a6bf8b-fbc5-4489-a4e1-664b0a6a3b7f,2025-09-25T01:57:55.518757,3,7.67,0
P1011,10b488b7-f047-458a-b9db-ab7616a29355,2025-09-24T14:27:27.518757,3,20.88,0
P1021,e3371595-70ed-49c9-8c00-4cc0167fac0e,2025-09-24T12:46:05.518757,1,7.74,0
P1015,95c0d273-a81d-43ee-bec2-8157e0c40e74,2025-09-24T16:41:49.518757,1,11.35,0
P1016,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-25T07:54:52.518757,3,7.15,0
P1010,c785af45-8a43-4ae3-ad96-fc99aa575f4b,2025-09-25T08:05:21.518757,1,5.66,0
P1020,df94e6b7-c730-4d4b-a93f-b0b31396b55a,2025-09-24T18:00:46.518757,1,8.81,0
P1021,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-25T09:53:26.518757,1,8.48,0
P1016,703f4970-38ab-418b-bd5c-9757fbfe6154,2025-09-24T22:47:18.518757,3,7.25,0
P1017,fe22e212-6a81-46d4-9ecf-4a0f5e9e9721,2025-09-25T08:56:56.518757,2,14.73,0
P1017,0e3c5c8f-d9d6-4d66-b9bb-a7a0ed12fdd7,2025-09-24T20:53:39.518757,2,13.56,10
P1000,10007012-6e03-4c98-938b-b098349f81c4,2025-09-25T10:06:27.518757,3,9.79,0
P1014,3dfc4094-e696-4846-a72b-f74b6253db1e,2025-09-24T16:50:06.518757,3,18.22,0
P1001,c79986a3-8c43-4ad4-a86e-35a1ca9ebcc8,2025-09-24T18:44:02.518757,3,19.4,52
P1011,f3db4f1f-b526-4b54-b379-04c077d9a369,2025-09-25T05:37:25.518757,3,23.48,49
P1018,21b2a9bd-901b-45a7-9608-fcfd74e0d7c1,2025-09-25T05:54:22.518757,1,18.86,0
P1020,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-24T15:15:10.518757,1,9.6,0
P1007,7439279d-2add-4cf7-99be-62c0608c35c3,2025-09-25T08:08:14.518757,2,17.88,17
P1014,10007012-6e03-4c98-938b-b098349f81c4,2025-09-24T20:18:25.518757,1,20.59,0
P1021,9b3e47d2-f029-4b45-a2d3-bcddf6d9b575,2025-09-25T12:54:26.518757,1,8.12,0
P1020,d3a6aaf3-d739-44af-ac7d-fc2febaec88b,2025-09-25T21:54:15.518757,3,8.75,0
P1009,e33da099-cfbd-44ca-9a26-212e9008f19d,2025-09-25T14:02:48.518757,1,12.72,6
P1016,d417a9e9-ea0a-42c7-a8a9-613a613dc144,2025-09-25T23:02:15.518757,2,6.98,2
P1013,5278b34f-be40-48ca-96b7-6db9bd8ddaba,2025-09-25T14:24:34.518757,3,10.75,0
P1016,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-25T17:08:41.518757,1,7.05,0
P1004,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-25T12:57:32.518757,3,18.66,0
P1019,a0a2b93b-cd88-427a-aa69-3c4ca0fb75d3,2025-09-25T15:41:45.518757,3,5.72,0
P1010,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-26T08:19:40.518757,1,5.68,0
P1022,4fb423f9-70a8-46aa-af9b-20ff3b964e54,2025-09-25T19:44:18.518757,2,21.51,0
P1009,9a22b0d7-6a60-401d-93fc-7f243827dee0,2025-09-26T02:50:04.518757,3,12.73,19
P1014,9b3e47d2-f029-4b45-a2d3-bcddf6d9b575,2025-09-25T22:56:10.518757,2,20.5,0
P1009,a3d77441-3817-4f4b-837c-9a9a28b49e67,2025-09-26T10:41:08.518757,3,11.91,17
P1023,195fbf24-c127-4138-87ba-d3e0017ee68e,2025-09-26T03:57:14.518757,3,9.74,17
P1022,7832ff01-95d4-4ac4-906b-9e7f177bd5f7,2025-09-26T01:54:49.518757,1,20.59,0
P1015,abc6c5f1-a209-4507-95c2-9acf6f00b3f3,2025-09-25T17:25:25.518757,2,10.95,13
P1002,cf1fb156-2702-4617-81ea-79a513faa98e,2025-09-25T16:18:01.518757,3,12.41,14
P1019,e11096b3-9230-4de0-ac48-9b136ce6c27b,2025-09-25T23:59:25.518757,3,6.41,1
P1005,7235f097-2877-406b-8a8b-d76fe032e8f1,2025-09-25T17:53:21.518757,2,24.53,0
P1022,0891de48-954a-463a-a8d3-47c9e056c4c8,2025-09-26T06:42:20.518757,3,21.04,0
P1010,9b3e47d2-f029-4b45-a2d3-bcddf6d9b575,2025-09-25T15:24:37.518757,2,5.65,0
P1019,163c14bb-d280-4c2f-b981-861a3555171a,2025-09-26T08:10:58.518757,2,6.31,1
P1022,f3db4f1f-b526-4b54-b379-04c077d9a369,2025-09-26T01:19:45.518757,3,21.34,44
P1023,d510d398-9db0-46ae-b089-e6fcdd850a7b,2025-09-26T00:48:13.518757,2,9.5,11
P1016,54038011-1f2a-42c2-bcb6-05e52409ea6b,2025-09-26T03:21:18.518757,3,7.71,4
P1005,58af7b2b-c971-4547-aec2-e16b2725286d,2025-09-27T04:17:12.518757,1,23.21,18
P1023,c785af45-8a43-4ae3-ad96-fc99aa575f4b,2025-09-27T04:27:31.518757,1,10.17,6
P1006,8bd851e7-f457-4ca4-9a98-e1e7dc2d18f2,2025-09-26T13:35:28.518757,2,27.03,0
P1011,bcbd12d5-a45a-4148-9276-75ec17746782,2025-09-26T16:27:57.518757,2,22.97,32
P1024,e3371595-70ed-49c9-8c00-4cc0167fac0e,2025-09-26T14:05:14.518757,3,26.06,0
P1009,9594e64b-b284-4f30-bc2a-4f55d64bd20c,2025-09-27T07:42:00.518757,2,13.39,13
P1018,4fb423f9-70a8-46aa-af9b-20ff3b964e54,2025-09-27T04:28:39.518757,1,19.86,0
P1011,f3db4f1f-b526-4b54-b379-04c077d9a369,2025-09-26T19:20:18.518757,1,22.24,15
P1017,9b3e47d2-f029-4b45-a2d3-bcddf6d9b575,2025-09-27T05:44:33.518757,2,14.02,0
P1020,62a6bf8b-fbc5-4489-a4e1-664b0a6a3b7f,2025-09-26T13:41:30.518757,1,8.63,0
P1018,aabbd1ef-e8da-4cae-bb6d-d7332f8d1388,2025-09-26T17:40:47.518757,1,20.95,0
P1007,1d2f62a9-a444-4622-8ac5-f8815dcfdbd0,2025-09-27T09:16:06.518757,2,16.8,0
P1002,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-26T19:39:57.518757,1,12.18,0
P1019,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-26T11:36:52.518757,1,6.12,0
P1017,3fb78b90-8161-4204-875b-1611842dd965,2025-09-27T01:34:02.518757,3,14.4,0
P1009,eb998cb8-008b-46bc-9be1-25a11498da7a,2025-09-26T11:54:15.518757,2,13.22,0
P1007,f72b431f-222d-40c8-a246-bf651d20f829,2025-09-27T09:37:39.518757,2,17.68,0
P1022,d510d398-9db0-46ae-b089-e6fcdd850a7b,2025-09-27T01:34:52.518757,2,21.46,30
P1000,936952d1-b537-4463-80c5-44d857f3a926,2025-09-27T07:23:27.518757,2,10.08,6
P1014,58af7b2b-c971-4547-aec2-e16b2725286d,2025-09-26T21:47:01.518757,1,20.56,16
P1010,8bd851e7-f457-4ca4-9a98-e1e7dc2d18f2,2025-09-27T01:55:12.518757,1,5.99,0
P1014,0891de48-954a-463a-a8d3-47c9e056c4c8,2025-09-26T20:46:30.518757,2,18.93,0
P1023,c79986a3-8c43-4ad4-a86e-35a1ca9ebcc8,2025-09-26T14:16:38.518757,3,9.6,17
P1006,16f7d21b-8983-4673-b554-a70af805206e,2025-09-26T11:17:42.518757,3,25.03,0
P1014,c56e0715-4596-4669-a9fa-3f55c2b884be,2025-09-27T01:04:09.518757,1,18.65,14
P1002,7439279d-2add-4cf7-99be-62c0608c35c3,2025-09-26T21:05:30.518757,2,11.11,8
P1013,5b0874ef-7736-4d3f-9f35-9207c5d80d11,2025-09-27T07:33:16.518757,1,10.97,6
P1000,8c875527-b297-4cac-8a4a-33ffcf48a33f,2025-09-26T22:09:39.518757,1,10.02,0
P1018,e689efe3-cbf4-4648-ba57-2f569f0dc7db,2025-09-26T18:59:09.518757,1,20.07,0
P1001,cd9ba8f5-f5bc-4e65-82b5-a86e02f8d91a,2025-09-26T14:29:04.518757,2,17.26,31
P1015,3fb78b90-8161-4204-875b-1611842dd965,2025-09-26T17:55:08.518757,2,11.64,0
P1024,4fb423f9-70a8-46aa-af9b-20ff3b964e54,2025-09-26T22:25:21.518757,1,24.45,0
P1010,f3db4f1f-b526-4b54-b379-04c077d9a369,2025-09-26T21:31:02.518757,2,5.86,1
P1022,29e3289c-52a8-4b38-b72a-e252e1a52b2d,2025-09-27T05:50:11.518757,2,20.9,0
P1002,85cf5073-3b72-46ab-8169-ac4c8ea58bfe,2025-09-26T17:29:16.518757,1,12.05,0
P1001,64164ae8-b200-43cd-a6ed-1078cc033dfe,2025-09-27T02:35:45.518757,2,18.67,33
P1022,df94e6b7-c730-4d4b-a93f-b0b31396b55a,2025-09-26T18:35:16.518757,3,20.02,0
P1017,c79986a3-8c43-4ad4-a86e-35a1ca9ebcc8,2025-09-27T01:58:49.518757,1,14.56,5
P1024,eb998cb8-008b-46bc-9be1-25a11498da7a,2025-09-26T10:59:19.518757,1,23.84,0
P1003,c785af45-8a43-4ae3-ad96-fc99aa575f4b,2025-09-27T00:09:27.518757,1,10.98,5
P1011,163c14bb-d280-4c2f-b981-861a3555171a,2025-09-27T04:06:46.518757,1,21.85,15
P1024,3fb78b90-8161-4204-875b-1611842dd965,2025-09-26T23:06:14.518757,2,26.24,0
P1012,3bb7f456-29c5-4660-9433-c18e5e7a7e01,2025-09-26T12:21:18.518757,3,13.96,0
P1012,aabbd1ef-e8da-4cae-bb6d-d7332f8d1388,2025-09-26T18:32:27.518757,1,14.01,0
P1022,62a6bf8b-fbc5-4489-a4e1-664b0a6a3b7f,2025-09-28T03:23:03.518757,1,18.57,0
P1023,1d2f62a9-a444-4622-8ac5-f8815dcfdbd0,2025-09-28T04:24:20.518757,1,10.34,0
P1012,8c2a359a-d9a0-4ff0-84a0-ca002c1783bc,2025-09-28T06:12:41.518757,3,13.57,32
P1006,bcbd12d5-a45a-4148-9276-75ec17746782,2025-09-27T18:47:06.518757,1,27.36,24
P1006,5b0874ef-7736-4d3f-9f35-9207c5d80d11,2025-09-27T17:27:06.518757,1,25.0,22
P1002,16f7d21b-8983-4673-b554-a70af805206e,2025-09-28T08:55:29.518757,2,11.61,0
P1007,85cf5073-3b72-46ab-8169-ac4c8ea58bfe,2025-09-27T15:21:58.518757,1,16.17,0
P1012,1bd50f85-fff2-4358-b349-94b5c92ed030,2025-09-27T18:54:28.518757,2,13.39,0
P1010,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-28T02:27:02.518757,3,5.58,0
P1005,9a22b0d7-6a60-401d-93fc-7f243827dee0,2025-09-28T08:39:34.518757,3,24.07,57
P1003,9a22b0d7-6a60-401d-93fc-7f243827dee0,2025-09-28T05:32:13.518757,3,11.93,17
P1015,0e3c5c8f-d9d6-4d66-b9bb-a7a0ed12fdd7,2025-09-27T21:56:17.518757,1,11.26,6
P1015,9a22b0d7-6a60-401d-93fc-7f243827dee0,2025-09-27T19:50:28.518757,2,11.14,13
P1022,10007012-6e03-4c98-938b-b098349f81c4,2025-09-27T18:21:24.518757,3,19.61,0
P1007,cf1fb156-2702-4617-81ea-79a513faa98e,2025-09-27T12:38:05.518757,1,15.87,7
P1019,e689efe3-cbf4-4648-ba57-2f569f0dc7db,2025-09-28T00:47:51.518757,1,6.37,0
P1005,c79986a3-8c43-4ad4-a86e-35a1ca9ebcc8,2025-09-28T10:40:17.518757,3,25.7,61
P1001,a18eb0a0-4589-4a60-a181-5d96435f811a,2025-09-28T02:18:26.518757,1,19.73,17
P1018,85cf5073-3b72-46ab-8169-ac4c8ea58bfe,2025-09-28T01:10:41.518757,3,21.16,0
P1018,cd9ba8f5-f5bc-4e65-82b5-a86e02f8d91a,2025-09-27T11:55:09.518757,1,20.73,16
P1019,8c2a359a-d9a0-4ff0-84a0-ca002c1783bc,2025-09-27T15:44:44.518757,2,5.6,1
P1015,e689efe3-cbf4-4648-ba57-2f569f0dc7db,2025-09-27T20:04:27.518757,3,11.69,0
P1024,a0a2b93b-cd88-427a-aa69-3c4ca0fb75d3,2025-09-28T12:35:02.518757,1,24.71,0
P1008,c56e0715-4596-4669-a9fa-3f55c2b884be,2025-09-28T15:26:54.518757,2,10.98,10
P1020,58af7b2b-c971-4547-aec2-e16b2725286d,2025-09-29T00:02:14.518757,2,8.43,3
P1001,0891de48-954a-463a-a8d3-47c9e056c4c8,2025-09-28T11:56:51.518757,1,18.34,0
P1009,3dfc4094-e696-4846-a72b-f74b6253db1e,2025-09-29T03:01:20.518757,3,12.82,0
P1021,47f49e30-2ef8-4c29-9bcc-756483eba6ed,2025-09-29T07:59:23.518757,2,8.19,3
P1007,54038011-1f2a-42c2-bcb6-05e52409ea6b,2025-09-29T06:31:01.518757,2,17.72,17
P1021,df94e6b7-c730-4d4b-a93f-b0b31396b55a,2025-09-29T09:54:48.518757,1,8.63,0
P1010,7439279d-2add-4cf7-99be-62c0608c35c3,2025-09-28T16:31:45.518757,3,6.04,1
P1003,c785af45-8a43-4ae3-ad96-fc99aa575f4b,2025-09-28T16:15:05.518757,1,11.66,5
P1022,f72b431f-222d-40c8-a246-bf651d20f829,2025-09-28T20:35:38.518757,1,21.2,0
P1003,195fbf24-c127-4138-87ba-d3e0017ee68e,2025-09-28T23:22:56.518757,1,11.31,5
P1001,10007012-6e03-4c98-938b-b098349f81c4,2025-09-29T01:19:31.518757,1,18.64,0
P1011,c785af45-8a43-4ae3-ad96-fc99aa575f4b,2025-09-28T20:46:46.518757,2,23.17,32
P1008,195fbf24-c127-4138-87ba-d3e0017ee68e,2025-09-28T22:36:21.518757,3,11.02,16
P1014,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-29T07:35:11.518757,2,20.2,0
P1003,f72b431f-222d-40c8-a246-bf651d20f829,2025-09-29T07:44:01.518757,2,12.51,0
P1020,195fbf24-c127-4138-87ba-d3e0017ee68e,2025-09-28T21:09:41.518757,2,9.26,3
P1017,0c1d9bac-79c2-4546-8ad6-056fb77c34ab,2025-09-29T06:25:35.518757,3,14.71,17
P1017,58af7b2b-c971-4547-aec2-e16b2725286d,2025-09-29T02:54:01.518757,1,14.06,5
P1002,9a22b0d7-6a60-401d-93fc-7f243827dee0,2025-09-28T17:20:27.518757,2,12.11,9
P1011,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-28T13:07:48.518757,2,21.57,0
P1018,47f49e30-2ef8-4c29-9bcc-756483eba6ed,2025-09-28T20:07:56.518757,1,20.45,16
P1003,4f65ba96-e923-4082-b5d4-662baeeaf0da,2025-09-29T05:11:15.518757,2,11.88,0
P1006,1d2f62a9-a444-4622-8ac5-f8815dcfdbd0,2025-09-28T15:29:00.518757,3,26.62,0
P1024,f69356b1-0066-48cd-b3f7-3fa67721a038,2025-09-29T08:32:14.518757,3,25.1,0
P1008,0891de48-954a-463a-a8d3-47c9e056c4c8,2025-09-29T08:51:32.518757,2,10.15,0
P1003,c785af45-8a43-4ae3-ad96-fc99aa575f4b,2025-09-29T03:39:46.518757,1,11.76,5
P1006,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-28T16:40:12.518757,2,27.38,0
P1019,8c2a359a-d9a0-4ff0-84a0-ca002c1783bc,2025-09-29T07:25:27.518757,1,5.88,0
P1016,8ff26b5a-7cd2-42e4-8593-4eac9565ce16,2025-09-29T00:52:31.518757,2,6.92,2
P1018,f69356b1-0066-48cd-b3f7-3fa67721a038,2025-09-28T18:54:13.518757,1,21.31,0
P1009,d510d398-9db0-46ae-b089-e6fcdd850a7b,2025-09-28T23:01:26.518757,2,13.54,13
P1013,8ff26b5a-7cd2-42e4-8593-4eac9565ce16,2025-09-28T18:57:28.518757,2,10.7,12
P1014,bcbd12d5-a45a-4148-9276-75ec17746782,2025-09-28T17:48:54.518757,1,18.44,14
P1004,16f7d21b-8983-4673-b554-a70af805206e,2025-09-29T01:36:12.518757,1,18.98,0
P1012,54038011-1f2a-42c2-bcb6-05e52409ea6b,2025-09-28T12:21:25.518757,2,13.26,21
P1018,47f49e30-2ef8-4c29-9bcc-756483eba6ed,2025-09-28T18:55:17.518757,3,21.46,51
P1014,195fbf24-c127-4138-87ba-d3e0017ee68e,2025-09-28T12:09:53.518757,1,19.12,15
P1004,10007012-6e03-4c98-938b-b098349f81c4,2025-09-29T03:21:45.518757,2,20.38,0
P1001,abc6c5f1-a209-4507-95c2-9acf6f00b3f3,2025-09-29T09:12:41.518757,2,19.73,35
P1000,3dfc4094-e696-4846-a72b-f74b6253db1e,2025-09-28T20:53:48.518757,1,10.29,0
P1017,a0a2b93b-cd88-427a-aa69-3c4ca0fb75d3,2025-09-29T05:18:41.518757,3,14.1,0
P1018,bcbd12d5-a45a-4148-9276-75ec17746782,2025-09-29T10:38:41.518757,1,20.7,16
P1024,10b488b7-f047-458a-b9db-ab7616a29355,2025-09-29T02:14:44.518757,2,26.27,0
P1000,0c1d9bac-79c2-4546-8ad6-056fb77c34ab,2025-09-28T16:08:39.518757,3,9.17,8
P1003,1ec07e69-4807-4469-8b56-134b57f78fe1,2025-09-29T07:56:49.518757,1,10.79,0
P1003,e689efe3-cbf4-4648-ba57-2f569f0dc7db,2025-09-29T19:40:19.518757,1,11.41,0
P1004,d417a9e9-ea0a-42c7-a8a9-613a613dc144,2025-09-29T12:24:05.518757,1,19.77,17
P1022,195fbf24-c127-4138-87ba-d3e0017ee68e,2025-09-30T04:11:46.518757,1,20.15,14
P1013,fe22e212-6a81-46d4-9ecf-4a0f5e9e9721,2025-09-30T08:13:34.518757,3,10.26,0
P1007,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-29T16:06:58.518757,3,17.74,0
P1019,4fb423f9-70a8-46aa-af9b-20ff3b964e54,2025-09-30T05:04:57.518757,2,6.06,0
P1004,df94e6b7-c730-4d4b-a93f-b0b31396b55a,2025-09-29T14:32:45.518757,3,18.95,0
P1016,d3a6aaf3-d739-44af-ac7d-fc2febaec88b,2025-09-29T16:51:17.518757,1,7.6,0
P1023,703f4970-38ab-418b-bd5c-9757fbfe6154,2025-09-30T07:39:00.518757,2,9.5,0
P1003,7439279d-2add-4cf7-99be-62c0608c35c3,2025-09-29T11:14:01.518757,3,11.08,16
P1020,29e3289c-52a8-4b38-b72a-e252e1a52b2d,2025-09-30T02:33:38.518757,1,9.23,0
P1024,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-29T18:27:05.518757,3,24.75,0
P1022,195fbf24-c127-4138-87ba-d3e0017ee68e,2025-09-29T14:23:10.518757,2,19.7,27
P1004,c785af45-8a43-4ae3-ad96-fc99aa575f4b,2025-09-30T01:46:43.518757,3,18.38,49
P1012,29e3289c-52a8-4b38-b72a-e252e1a52b2d,2025-09-29T17:31:03.518757,3,14.77,0
P1012,62a6bf8b-fbc5-4489-a4e1-664b0a6a3b7f,2025-09-29T18:43:27.518757,2,14.23,0
P1002,e689efe3-cbf4-4648-ba57-2f569f0dc7db,2025-09-29T20:42:00.518757,1,11.84,0
P1012,9b3e47d2-f029-4b45-a2d3-bcddf6d9b575,2025-09-30T00:19:18.518757,2,13.41,0
P1005,d510d398-9db0-46ae-b089-e6fcdd850a7b,2025-09-29T13:28:04.518757,3,24.47,58
P1024,f69356b1-0066-48cd-b3f7-3fa67721a038,2025-09-30T08:12:49.518757,3,25.84,0
P1000,7832ff01-95d4-4ac4-906b-9e7f177bd5f7,2025-09-30T06:39:29.518757,3,9.58,0
P1002,d510d398-9db0-46ae-b089-e6fcdd850a7b,2025-09-30T08:03:43.518757,1,12.27,4
P1007,7439279d-2add-4cf7-99be-62c0608c35c3,2025-09-30T03:37:37.518757,1,17.7,8
P1000,9a22b0d7-6a60-401d-93fc-7f243827dee0,2025-09-30T06:02:49.518757,2,10.65,6
P1010,42f4a921-bcb3-48ad-842a-da3ec537ddaf,2025-09-29T11:47:59.518757,2,5.55,0
P1002,5278b34f-be40-48ca-96b7-6db9bd8ddaba,2025-09-29T21:24:28.518757,3,11.06,0
P1022,10007012-6e03-4c98-938b-b098349f81c4,2025-09-30T09:18:38.518757,3,20.37,0
P1020,c5c3fb43-df5d-47a7-8c21-06e5997638d1,2025-09-29T13:39:42.518757,3,8.72,5
P1018,a5caf41b-0ffa-410b-bb53-fde72b88e5ef,2025-09-29T11:45:55.518757,2,19.67,31
P1011,e689efe3-cbf4-4648-ba57-2f569f0dc7db,2025-09-30T06:35:05.518757,2,21.17,0
P1019,e3371595-70ed-49c9-8c00-4cc0167fac0e,2025-09-29T18:12:36.518757,3,6.24,0
P1024,163c14bb-d280-4c2f-b981-861a3555171a,2025-09-29T21:39:32.518757,2,25.83,51
P1001,aabbd1ef-e8da-4cae-bb6d-d7332f8d1388,2025-09-30T08:38:21.518757,2,17.36,0
P1021,e33da099-cfbd-44ca-9a26-212e9008f19d,2025-09-30T02:10:25.518757,1,8.01,1
P1020,cd9ba8f5-f5bc-4e65-82b5-a86e02f8d91a,2025-09-29T20:55:01.518757,1,8.66,1
P1008,4fb423f9-70a8-46aa-af9b-20ff3b964e54,2025-09-30T00:04:34.518757,1,10.27,0
P1023,0c1d9bac-79c2-4546-8ad6-056fb77c34ab,2025-10-01T07:23:42.518757,2,10.67,12
P1021,9b3e47d2-f029-4b45-a2d3-bcddf6d9b575,2025-09-30T21:46:51.518757,3,8.7,0
P1009,cd9ba8f5-f5bc-4e65-82b5-a86e02f8d91a,2025-09-30T12:58:55.518757,2,12.4,12
P1015,fe22e212-6a81-46d4-9ecf-4a0f5e9e9721,2025-09-30T14:19:11.518757,2,11.31,0
P1013,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-10-01T03:22:49.518757,3,10.1,0
P1022,d3a6aaf3-d739-44af-ac7d-fc2febaec88b,2025-09-30T16:23:50.518757,1,21.25,0
P1011,f69356b1-0066-48cd-b3f7-3fa67721a038,2025-10-01T08:17:45.518757,1,20.34,0
P1024,abc6c5f1-a209-4507-95c2-9acf6f00b3f3,2025-09-30T18:39:54.518757,1,23.0,23
P1020,5056d44f-dc78-4ff6-bf65-bc191fbb894a,2025-09-30T22:55:52.518757,2,9.34,0
P1019,abc6c5f1-a209-4507-95c2-9acf6f00b3f3,2025-10-01T10:08:24.518757,2,6.22,1
P1009,62a6bf8b-fbc5-4489-a4e1-664b0a6a3b7f,2025-10-01T07:43:01.518757,3,13.29,0
P1011,a3d77441-3817-4f4b-837c-9a9a28b49e67,2025-09-30T12:56:42.518757,3,21.57,45
P1011,c56e0715-4596-4669-a9fa-3f55c2b884be,2025-09-30T14:29:52.518757,1,22.09,15
P1009,f72b431f-222d-40c8-a246-bf651d20f829,2025-10-01T06:06:24.518757,3,11.97,0
P1007,0891de48-954a-463a-a8d3-47c9e056c4c8,2025-09-30T20:47:33.518757,2,15.79,0
P1001,aabbd1ef-e8da-4cae-bb6d-d7332f8d1388,2025-10-01T03:36:10.518757,1,18.65,0
P1022,54038011-1f2a-42c2-bcb6-05e52409ea6b,2025-09-30T23:16:43.518757,1,19.05,13
P1023,a47cad94-1e3b-425c-a7d4-58fc893dc3aa,2025-09-30T19:13:13.518757,2,10.34,12
P1005,10b488b7-f047-458a-b9db-ab7616a29355,2025-10-01T06:46:22.518757,3,25.46,0
P1005,9b3e47d2-f029-4b45-a2d3-bcddf6d9b575,2025-10-01T01:26:21.518757,3,25.14,0
P1014,a0a2b93b-cd88-427a-aa69-3c4ca0fb75d3,2025-09-30T16:32:04.518757,2,20.38,0
P1014,aabbd1ef-e8da-4cae-bb6d-d7332f8d1388,2025-10-01T02:38:20.518757,3,20.03,0
P1003,abc6c5f1-a209-4507-95c2-9acf6f00b3f3,2025-09-30T21:50:08.518757,1,11.1,5
